gene,pval_hr6_vs_0,ratio_hr6_vs_0,pval_day1_vs_0,ratio_day1_vs_0,pval_day3_vs_0,ratio_day3_vs_0,pval_day7_vs_0,ratio_day7_vs_0
FAM207A,0.102278,0.860981,0.0661332,0.882713,0.234621,0.897433,0.0620931,0.842324
FAM208A,0.574906,1.07681,0.726677,1.03462,0.739266,1.04485,0.396701,1.11856
FAM208B,0.0132377,1.29076,0.0676453,1.14699,0.331952,1.10235,0.204156,1.1365
FAM209A,0.523465,1.0706,0.559277,0.954949,0.536018,1.0684,0.446606,1.08486
FAM209B,0.326967,1.12847,0.475348,1.06701,0.298142,1.13696,0.707498,0.954967
FAM20A,0.330329,0.888863,8.03E-06,1.5509,0.0972219,1.22445,0.742788,0.961218
FAM20B,0.105392,1.11923,0.00429565,1.16272,0.351596,1.06636,0.853632,1.01275
FAM210A,0.0819426,1.19857,0.0242108,1.19134,0.133005,1.16865,0.148484,1.16156
FAM210B,0.235868,0.916531,0.0743302,0.90687,0.078668,0.877773,0.93577,0.994132
FAM212A,0.447156,0.922316,0.198047,1.10701,0.338512,0.903042,0.290006,1.11948
FAM212B,0.881535,0.987806,0.997798,0.999832,0.121428,0.878978,0.225116,0.904318
FAM213A,0.5263,0.919093,7.81E-05,0.657767,0.28716,0.867432,0.497537,0.913615
FAM213B,0.929981,0.991142,0.527285,0.953736,0.66528,0.957099,0.612464,1.0527
FAM214B,0.883216,0.987158,0.00067008,1.26366,0.274125,1.10161,0.224326,0.897922
FAM215A,0.227656,0.849137,0.302609,0.902122,0.651788,0.941009,0.950367,0.991657
FAM216A,0.461598,1.0652,0.000617844,0.795138,0.517417,0.946012,0.391475,1.07636
FAM216B,0.51457,1.03164,0.781799,1.00981,0.00550622,1.14741,0.200673,1.06346
FAM217A,0.304846,0.944467,0.653769,1.01854,0.700876,1.02152,0.149326,1.08404
FAM217B,0.101674,1.24313,0.829705,0.979364,0.460433,1.102,0.469508,1.09984
FAM218A,0.452962,0.931706,0.454583,0.949276,0.592976,0.95093,0.605126,0.9525
FAM219A,0.732048,1.0181,0.472974,1.02821,0.275871,1.05906,0.712086,0.98085
FAM219B,0.782645,0.982501,1.24E-11,0.66602,0.00627329,0.834138,0.047532,0.878794
FAM220A,0.975742,1.00211,0.851359,1.00966,0.315547,1.07254,0.943328,1.00495
FAM221A,0.928259,1.00558,0.4555,0.96643,0.446164,1.04833,0.330287,1.06229
FAM222A,0.0732701,0.810239,0.665745,0.963739,0.471092,0.91983,0.644144,0.947925
FAM222A-AS1,0.00560377,0.786147,0.0458689,0.881816,0.00271926,0.769437,0.118574,0.876238
FAM222B,0.796558,1.01933,2.57E-07,0.723933,0.0380448,0.854469,0.044472,0.858844
FAM223B,0.672256,1.10452,0.0138639,1.55195,0.00910122,1.88343,0.653958,1.11109
FAM227B,0.194555,0.929129,2.02E-05,0.823873,0.147312,0.921014,0.690118,0.977824
FAM228A,0.133973,0.914818,0.318477,0.957428,0.236605,0.932373,0.272759,0.937232
FAM230B,0.0543279,0.75731,0.580159,0.943604,0.822332,0.968636,0.4248,1.12029
FAM234A,0.635,0.971521,0.359927,0.959565,0.66534,1.02667,0.737641,0.979829
FAM24B,0.996061,1.00036,0.00210842,0.840348,0.979003,1.00193,0.795501,1.01914
FAM25A,0.344561,0.92064,0.389734,0.945985,0.120644,1.14658,0.920233,0.991315
FAM26D,0.35656,0.808349,0.2178,1.23458,0.157393,0.720275,0.166644,0.725544
FAM26E,0.966209,0.992797,0.0274276,1.32925,0.96933,1.00658,0.735215,1.05944
FAM27E2,0.642036,1.05293,0.879914,0.987707,0.911667,1.01237,0.393327,1.0996
FAM27L,0.408355,0.899063,0.405907,0.924042,0.666585,0.94619,0.811523,1.03107
FAM32A,0.330634,1.13163,0.970586,1.00345,0.474457,1.09497,0.772363,1.0373
FAM35A,0.743903,1.03751,0.25338,1.10037,0.841173,1.02284,0.851077,1.02138
FAM3A,0.0502662,0.842723,0.000225848,0.778827,0.124834,0.875302,0.102672,0.867762
FAM3B,0.0221773,0.811388,0.00499193,0.825329,0.0450799,0.833585,0.679173,0.963802
FAM3D,0.317956,0.913437,0.830674,1.01435,0.653213,0.960235,0.298674,0.910045
FAM43A,0.699474,1.0239,0.0292909,0.904189,0.207322,1.08078,0.98504,0.998854
FAM43B,0.160158,0.848317,0.800247,0.978549,0.598859,0.940725,0.510119,0.926291
FAM45B,0.00338976,0.591381,0.0546601,0.780083,0.0775897,0.734934,0.147219,0.777492
FAM46A,0.704929,1.04938,5.47E-10,2.03509,0.0102058,1.40139,0.783907,1.03551
FAM46B,0.617839,0.957191,0.973008,1.00219,0.543153,0.948044,0.792446,0.977208
FAM46C,0.391571,0.891286,0.0113052,0.772281,0.00117227,0.632821,0.421835,1.11388
FAM46D,0.228585,0.9336,0.0601404,0.923085,0.134736,0.917888,0.887009,0.99198
FAM47A,0.117477,0.85283,0.00321318,0.795957,0.438269,0.924856,0.0197456,0.78619
FAM47B,0.519895,0.920301,0.454527,1.07395,0.751109,0.95995,0.683615,1.05394
FAM47E,0.334104,0.916544,0.849781,0.987513,0.455228,1.06956,0.847803,1.01739
FAM49A,0.5496,1.07428,2.19E-09,1.88614,0.00100205,1.5141,0.341107,1.12108
FAM49B,0.614735,1.06743,0.240557,1.11961,0.752829,0.960026,0.708229,0.952667
FAM50A,0.904827,1.01894,0.828416,1.02544,0.725304,1.05673,0.803041,0.961602
FAM50B,0.233315,1.13089,0.31935,0.927056,0.128266,1.17076,0.528051,1.06694
FAM53A,0.444036,0.932113,0.219495,1.08727,0.972326,0.996828,0.692065,0.964349
FAM53B,0.479588,0.953788,1.20E-06,0.763753,0.11797,0.899763,0.147705,0.906973
FAM53C,0.724491,1.03484,0.490874,0.951679,0.752489,0.969823,0.868539,0.984052
FAM57A,0.780456,0.975287,0.14346,0.906661,0.268213,0.904875,0.946809,0.99403
FAM57B,0.0779255,0.824937,0.993367,1.00066,0.400704,0.913316,0.37012,0.907784
FAM58A,0.57058,1.22913,0.171637,0.690745,0.727909,1.13476,0.860262,1.06603
FAM60A,0.80141,1.02968,0.012904,0.802523,0.339273,0.894435,0.589784,1.06476
FAM63A,0.645774,1.08235,1.07E-05,0.540111,0.531452,0.897773,0.561343,0.904777
FAM63B,0.105501,1.29207,0.268468,1.13712,0.647427,1.07417,0.432892,1.13082
FAM64A,0.183114,0.826302,0.953934,0.993956,0.176605,0.823888,0.580709,0.924408
FAM65A,0.715829,1.03949,0.287353,1.08764,0.547564,1.06616,0.187951,0.868326
FAM65B,0.325539,1.11581,0.147683,0.887064,0.771779,1.03272,0.76597,1.03359
FAM65C,0.176936,0.866766,0.508001,0.949876,0.323194,0.901057,0.825412,0.977107
FAM69A,0.66847,1.08181,0.744454,0.956772,0.563031,0.899172,0.175275,1.2852
FAM69B,0.175859,0.86428,0.212582,0.905684,0.53424,0.935658,0.279372,0.890309
FAM71A,0.0667519,0.856804,0.567846,1.03566,0.318095,0.920171,0.874534,0.986989
FAM71B,0.667686,0.962051,0.918703,1.00681,0.124217,1.15028,0.910761,0.989959
FAM71C,0.109191,0.825684,0.876294,1.01367,0.989311,1.00158,0.817299,1.02766
FAM71D,0.16732,0.910474,0.98155,0.998851,0.478641,0.953331,0.992115,1.00067
FAM71E1,0.203844,0.878688,0.882191,1.01111,0.345398,0.908742,0.931853,0.991402
FAM71E2,0.107654,0.850932,0.731025,0.975145,0.308429,0.903549,0.100039,0.847798
FAM71F1,0.141389,0.881009,0.376503,1.05748,0.397557,0.93019,0.631213,1.04181
FAM72C,0.939803,0.991153,1.03E-05,1.5257,0.139971,1.19186,0.0718545,1.24008
FAM73A,0.765596,1.03233,0.575484,0.956773,0.721932,0.962723,0.470642,1.08021
FAM73B,0.0617169,0.895674,0.160301,0.941106,0.316764,0.943343,0.369211,0.949078
FAM74A6,0.0107363,0.720087,0.704132,1.03561,0.864868,0.979002,0.502655,0.919654
FAM76A,0.329106,1.08617,0.562022,1.03683,0.773341,0.976001,0.969372,0.996768
FAM76B,0.652177,1.05371,0.54095,1.05385,0.846597,0.977814,0.870214,1.01913
FAM78A,0.231066,1.10716,2.22E-06,0.718859,0.794532,0.97825,0.226769,0.90235
FAM81A,0.40354,0.923805,0.0443595,0.866569,0.418866,0.926184,0.855311,0.982903
FAM81B,0.758228,1.02382,0.223769,0.933166,0.0974515,0.879516,0.981955,1.00173
FAM83A,0.0382392,0.813187,0.312298,0.929335,0.0937396,0.847016,0.293588,0.901959
FAM83A-AS1,0.189376,0.906812,0.164975,0.926343,0.29307,0.924844,0.500721,0.951345
FAM83C,0.245308,0.896952,0.282253,1.07709,0.686881,0.96318,0.424073,1.07742
FAM83D,0.0344551,0.875782,2.36E-06,0.787234,0.0153392,0.858035,0.128431,0.909962
FAM83E,0.226266,0.88349,0.406568,0.9394,0.999291,1.00009,0.840895,0.979797
FAM83F,0.0249324,0.809462,0.237879,0.922449,0.332193,0.914297,0.233838,0.895602
FAM83H,0.0413183,0.840182,0.383768,0.947437,0.349697,0.924462,0.0417013,0.840468
FAM84A,0.228206,0.883992,0.869644,1.01239,0.621048,0.950951,0.970362,1.00378
FAM84B,0.310196,0.887363,0.993455,1.00071,0.315073,0.888437,0.995502,1.00066
FAM86C1,0.0575326,0.684834,0.0656887,0.762871,0.452656,0.86287,0.860902,0.966258
FAM89A,0.0207302,0.776041,0.878588,0.988022,0.1214,0.845893,0.245524,0.882641
FAM89B,0.548365,1.08634,0.101129,0.844546,0.458082,1.1079,0.616721,0.93331
FAM8A1,0.849083,0.985678,0.000699041,1.22243,0.152923,1.11563,0.950059,0.995264
FAM90A1,0.631319,0.945642,0.779708,1.02433,0.835077,0.976064,0.226821,0.86796
FAM91A1,0.763739,1.04708,3.08E-09,2.22949,0.154367,1.24618,0.815465,0.964913
FAM91A1,0.659973,0.954064,1.14E-07,1.6196,0.0455485,1.24325,0.65905,1.04829
FAM92A1,0.348299,0.946725,0.0149591,1.11352,0.306148,0.941969,0.387554,0.950845
FAM92A1P2,0.236921,0.909892,0.772188,0.98318,0.736055,1.02711,0.900754,1.00994
FAM92B,0.0737372,0.834728,0.816105,1.01723,0.83023,1.02156,0.872258,0.984133
FAM96A,0.742924,1.06572,0.582732,1.08201,0.154665,1.32153,0.635219,1.09649
FAM96B,0.872167,1.03686,0.904343,0.980234,0.614662,1.12004,0.513022,1.15885
FAM98A,0.250937,1.15528,2.40E-05,1.53114,0.0295295,1.3208,0.0889135,1.24052
FAM98B,0.699162,0.939459,0.600886,1.06447,0.922901,0.984492,0.841389,1.03285
FAM98C,0.538613,0.955085,0.00146316,0.831715,0.793545,0.98066,0.60746,1.03912
FAM9A,0.678172,0.977102,0.0704497,0.927078,0.0551606,0.896826,0.0625421,0.899738
FAM9B,0.235153,0.908669,0.985556,0.998929,0.902963,1.00982,0.227381,1.10231
FAM9C,0.552466,0.949774,0.513151,0.958957,0.406374,0.930401,0.958294,0.995482
FAN1,0.373917,1.08856,0.00965346,0.82881,0.675407,0.960942,0.297187,1.10476
FANCA,0.298793,0.927068,0.000372238,1.22494,0.205778,1.09686,0.649924,0.967597
FANCB,0.874896,0.986643,0.0012144,0.806644,0.0121692,0.801871,0.592482,0.955258
FANCC,0.60098,0.955102,0.177933,1.09204,0.675861,1.03739,0.969645,1.00334
FANCD2,0.875652,0.991599,0.273177,0.957069,0.341489,1.05285,0.0400872,1.11958
FANCD2OS,0.201409,0.875759,0.481871,1.05511,0.107279,0.845328,0.982127,0.997695
FANCE,0.626416,0.971681,1.72E-07,0.770017,0.346181,0.945756,0.0380871,0.882631
FANCF,0.222469,1.17921,0.314456,0.9047,0.711643,0.95159,0.536142,1.0867
FANCG,0.302387,0.953762,0.00272706,0.899748,0.504104,1.03105,0.0809038,1.08426
FANCI,0.174844,1.11586,0.00120919,0.817458,0.281264,1.09064,0.0224456,1.20623
FANCI,0.4856,1.08072,0.731693,0.972251,0.196624,1.15555,0.00537066,1.37875
FANCL,0.578042,1.08107,5.47E-09,2.04846,0.0742025,1.28881,0.399923,1.12545
FANCM,0.81474,1.03235,0.515472,1.06757,0.765025,0.960193,0.724372,1.0491
FANK1,0.619568,0.963948,0.000292965,0.809918,0.0442534,0.859361,0.871496,0.98812
FAP,0.0277482,0.905339,0.318567,0.967863,0.496531,0.970374,0.707707,0.983579
FAR1,0.117846,1.22012,1.54E-06,1.65052,0.074869,1.25535,0.712648,1.04742
FAR2,0.504925,1.09175,6.03E-07,1.73141,0.431849,1.10913,0.363955,1.12721
FARP1,0.0961562,0.876545,0.313527,1.06019,0.592559,0.958993,0.905686,1.0093
FARP2,0.738077,1.01405,7.07E-13,1.33596,0.436155,0.967956,0.77745,0.988278
FARS2,0.264553,1.16777,0.0048024,0.741392,0.813452,1.03315,0.581251,1.07931
FARSA,0.62728,0.966506,0.0832778,0.913051,0.17654,1.10027,0.940358,0.99477
FARSB,0.179937,1.16887,0.108069,0.870553,0.475376,1.08604,0.147442,1.1839
FAS,0.36407,1.17163,5.20E-06,1.91366,0.499369,1.12488,0.519694,1.11866
FASLG,0.156017,1.30171,0.00798345,1.45248,0.0442237,1.45894,0.608397,1.09903
FASN,0.722993,0.971637,0.000859681,0.80983,0.250854,0.910509,0.634467,0.962123
FASTK,0.566194,0.964209,0.0324704,0.902625,0.165629,1.09283,0.379414,1.05756
FASTKD1,0.568891,1.09799,0.117998,0.825797,0.551072,1.10278,0.566122,1.09873
FASTKD2,0.237459,1.1845,0.231903,1.13492,0.447443,1.11455,0.281286,1.16678
FASTKD3,0.238293,1.10666,0.207349,1.08341,0.358514,1.08188,0.424524,1.07077
FAT1,0.161437,0.894199,0.905263,0.99307,0.516732,0.949903,0.788368,0.978983
FAT2,0.18653,0.895999,0.678274,1.0256,0.872638,0.98687,0.649744,1.03818
FAT4,0.211209,0.919199,0.765742,0.985385,0.289015,0.931183,0.376204,0.942323
FATE1,0.529572,0.947023,0.524095,0.96008,0.747903,0.972593,0.739199,0.971625
FAU,0.489775,0.909695,0.00917466,0.76187,0.672132,1.05962,0.97416,1.00444
FAXC,0.555596,0.949947,0.496756,1.04472,0.268508,0.907727,0.480872,1.06338
FAXDC2,0.859038,0.970846,0.201234,0.853443,0.200982,0.806783,0.510584,0.895995
FBF1,0.236776,0.921249,0.0709378,0.910908,0.502324,0.954759,0.563829,0.960973
FBL,0.744458,1.04572,3.22E-12,0.402928,0.00143973,0.631757,0.506078,0.912694
FBLIM1,0.121174,0.869509,0.574086,0.963608,0.293245,0.910079,0.488688,0.939991
FBLN1,0.100315,0.870038,0.989675,1.0008,0.875609,0.986995,0.575,0.954133
FBLN2,0.40763,0.911054,0.102427,0.871964,0.198672,0.864785,0.0201971,0.765384
FBLN5,0.0942891,0.903917,0.144203,0.937159,0.130035,0.912855,0.0458401,0.885801
FBLN7,0.942095,1.00684,0.929086,0.993848,0.810732,0.977761,0.966952,0.996118
FBN1,0.210539,0.920582,0.0325126,1.11172,0.343852,0.93955,0.613287,0.967356
FBN2,0.540536,1.10315,0.779646,0.967445,0.386249,0.870023,0.9453,1.01105
FBN3,0.120266,0.86365,0.743364,0.977693,0.272002,0.902098,0.530868,0.943133
FBP1,0.956036,1.00723,0.207379,0.884528,0.288012,1.14992,0.544033,0.923601
FBP2,0.285686,0.927491,0.745514,0.983325,0.410791,1.05957,0.823694,0.984496
FBRS,0.837077,0.978023,0.00631782,0.797696,0.486527,0.92741,0.524177,0.933372
FBRSL1,0.253794,0.892612,0.00548401,0.810004,0.27526,0.897133,0.416675,0.922561
FBXL12,0.589205,1.05226,0.083387,1.13002,0.236087,1.11894,0.131631,1.15444
FBXL13,0.187363,0.946152,0.039574,0.93744,0.201597,0.947825,0.197889,0.947398
FBXL14,0.0994992,0.916169,0.000221355,0.858065,0.251372,0.941246,0.743875,0.982999
FBXL16,0.276801,0.903592,0.000951988,0.78765,0.266524,0.901585,0.277965,0.903816
FBXL17,0.428105,0.953673,0.0370481,0.910397,0.105427,0.906774,0.914201,0.993591
FBXL18,0.21808,0.902949,0.730281,0.979256,0.335743,0.923522,0.6505,0.963372
FBXL19,0.378638,0.922595,0.715145,0.975712,0.551842,0.947113,0.598972,0.953128
FBXL19-AS1,0.192442,0.857594,0.409035,0.930984,0.964468,0.994806,0.0830647,0.814169
FBXL2,0.0500038,0.867926,0.0893294,0.913693,0.521365,0.955448,0.285438,0.926642
FBXL20,0.828804,1.02379,0.17378,0.895647,0.778307,0.969842,0.580666,1.062
FBXL21,0.127621,0.867063,0.747917,1.02223,0.593837,1.05068,0.844762,1.0183
FBXL22,0.0399535,0.784228,0.0451768,0.83958,0.0537929,0.796427,0.22133,0.866936
FBXL3,0.222257,1.15878,0.201828,1.12063,0.845397,1.02365,0.374014,1.1129
FBXL4,0.139371,1.15753,0.486502,1.05174,0.984335,1.00192,0.565999,1.05791
FBXL5,0.323744,1.12904,0.442339,0.932716,0.250463,1.1521,0.58889,1.06849
FBXL7,0.127082,0.859486,0.492491,0.951367,0.402104,0.920812,0.636248,0.954602
FBXO11,0.154958,1.1718,0.673586,0.966214,0.572344,1.06441,0.264022,1.13206
FBXO15,0.668901,0.977709,0.485896,0.973197,0.144604,0.925305,0.299628,0.946567
FBXO16,0.21326,1.09608,0.278041,1.06071,0.353632,1.07051,0.0213844,1.18856
FBXO17,0.0459217,0.801753,0.532878,0.951139,0.438334,0.91908,0.537424,0.935125
FBXO18,0.752643,1.02736,0.0239768,0.863873,0.877474,0.986887,0.553313,1.05215
FBXO2,0.109849,0.849121,0.000169154,0.740066,0.0380135,0.807305,0.405747,0.919176
FBXO21,0.368263,1.07221,1.81E-05,0.764993,0.261856,0.916552,0.874074,1.01231
FBXO22,0.978761,1.00228,0.0732569,1.12186,0.686285,1.0352,0.7981,1.02214
FBXO24,0.192109,0.880798,0.52715,0.955845,0.662257,0.958684,0.637544,0.955503
FBXO25,0.525812,1.05416,2.14E-05,0.75204,0.49703,0.945086,0.516415,1.05543
FBXO25,0.730182,1.08003,0.790206,0.957094,0.875957,0.965768,0.109781,1.43515
FBXO27,0.0791247,0.885282,0.946532,1.00339,0.865084,1.01168,0.672232,0.971466
FBXO28,0.181529,1.21143,0.00178602,1.41125,0.56794,1.08481,0.203804,1.19995
FBXO3,0.1674,1.19646,0.617227,0.953544,0.559533,0.927524,0.416995,1.1105
FBXO30,0.236831,1.21791,0.000174891,1.63546,0.209545,1.23281,0.39164,1.15292
FBXO31,0.426564,0.940365,0.0081131,0.855553,0.378782,0.934155,0.647381,0.965315
FBXO32,0.896292,0.982948,3.00E-07,0.565527,0.332781,0.879533,0.535702,1.08531
FBXO33,0.745507,0.96953,0.182063,0.909619,0.351034,0.914623,0.632427,1.04669
FBXO34,0.409594,1.05158,0.0465671,0.912932,0.115279,0.907649,0.204787,1.08078
FBXO36,0.285461,0.930067,0.221561,0.940464,0.857906,1.01216,0.648484,0.969668
FBXO39,0.816414,1.01653,0.00583678,1.16095,0.664214,0.969784,0.998029,1.00017
FBXO4,0.560103,1.07136,0.0537514,0.842562,0.339364,0.892856,0.749898,1.03838
FBXO40,0.716829,1.02469,0.311351,1.0518,0.274823,1.07662,0.94631,0.995484
FBXO42,0.0487542,1.15091,0.787883,0.986185,0.897217,1.00908,0.224556,1.08938
FBXO44,0.779892,1.01594,0.158156,0.942199,0.851353,0.989453,0.853231,1.01052
FBXO46,0.206165,0.890605,0.035331,0.865515,0.733888,0.969542,0.917996,1.00941
FBXO5,0.0716432,1.23085,0.0223628,1.21702,0.0948882,1.21185,0.00135946,1.46577
FBXO6,0.779047,0.944861,1.14E-07,2.49074,0.169415,1.32344,0.675108,0.918721
FBXO7,0.158448,1.14239,0.026018,1.17052,0.688217,0.963154,0.272323,1.10874
FBXO8,0.323473,1.11787,0.0199209,1.21931,0.335441,1.1148,0.452782,1.08824
FBXO9,0.43347,1.10595,0.20999,0.887282,0.947248,0.991554,0.66177,1.05774
FBXW10,0.692689,0.944857,0.335608,0.902626,0.42763,0.892158,0.202142,0.831625
FBXW11,0.988561,0.998586,0.141465,1.11436,0.60564,0.95027,0.805074,1.02466
FBXW12,0.192674,0.920803,0.215207,0.943717,0.0596863,0.886608,0.838449,0.987272
FBXW2,0.57645,1.05549,0.350114,0.935292,0.772083,0.972416,0.983978,1.00194
FBXW4,0.987931,0.99876,0.0212753,0.866624,0.632136,0.96146,0.576239,1.04697
FBXW4P1,0.0100654,0.841497,0.136552,0.930392,0.612944,0.967655,0.813361,1.01545
FBXW5,0.26275,0.935391,0.174526,0.941785,0.677212,0.975607,0.220433,0.929445
FBXW7,0.0828348,1.17289,0.0147577,0.845374,0.987045,1.00147,0.26575,1.10677
FBXW8,0.915384,0.995403,4.01E-06,0.848491,0.118317,0.933752,0.0517415,1.08973
FBXW9,0.0199175,0.827215,0.0605574,0.894138,0.0417039,0.847972,0.194469,0.901399
FCAMR,0.539152,0.95041,0.393578,1.05367,0.549584,1.0508,0.360118,1.07892
FCAR,0.849307,0.960315,9.31E-05,1.94142,0.768178,1.06485,0.782324,1.06066
FCER1A,0.240494,1.258,0.163502,1.22359,0.268801,1.2412,0.629892,1.09824
FCER1G,0.141566,1.17095,2.36E-08,1.67095,0.00570784,1.35643,0.766678,0.968957
FCER2,0.271663,1.16491,0.000131537,0.657599,0.114849,0.802259,0.957387,0.992651
FCF1,0.458594,1.18141,0.286255,1.19441,0.498276,1.16445,0.394556,1.21126
FCGBP,0.591323,0.961815,6.72E-09,0.692031,0.0704021,0.87536,0.22717,0.915696
FCGR1A,0.569167,1.26628,2.36E-06,5.02388,0.0318619,2.48142,0.544853,1.28551
FCGR2A,0.316594,1.11349,2.04E-10,1.85505,0.47221,1.08003,0.903007,1.0131
FCGR2B,0.275149,1.13039,2.61E-11,1.9987,0.592492,0.941905,0.87811,1.01728
FCGR3A,0.23496,1.15031,0.000109225,1.43394,5.45E-05,1.66935,0.200242,0.859684
FCGRT,0.937092,1.01462,0.403088,0.892332,0.258254,1.23262,0.658194,1.08482
FCHO1,0.596559,1.04245,1.44E-05,0.758798,0.781215,0.978443,0.449639,0.94227
FCHO2,0.837618,1.05552,0.00240702,1.85554,0.799432,1.06929,0.673781,1.11746
FCHSD1,0.505919,0.966127,0.0662906,1.07387,0.590316,1.02826,0.872401,1.00834
FCHSD2,0.461307,1.10046,0.608896,1.05026,0.315553,0.877468,0.947852,0.991559
FCMR,0.101191,1.1991,2.85E-13,0.458293,0.072897,0.819394,0.96764,1.00445
FCN1,0.77145,1.04913,0.638185,0.944234,0.298214,1.18839,0.966174,1.00702
FCN2,0.1774,0.844571,0.96613,1.0039,0.835267,0.97451,0.864638,1.02139
FCN3,0.314781,0.914189,0.0204847,1.16888,0.629337,1.04385,0.989283,1.00119
FCRL1,0.98001,0.996419,4.94E-12,0.391903,0.00178916,0.625524,0.861197,0.975272
FCRL2,0.0128045,1.17955,1.08E-05,0.794218,0.00108613,0.801204,0.680065,1.02692
FCRL3,0.295085,1.19301,0.000201636,0.610887,0.46963,0.885558,0.643706,1.08072
FCRL4,0.261033,0.922346,0.630115,0.97487,0.899687,0.991029,0.259505,0.922103
FCRL5,0.679239,1.03416,0.00362148,0.833782,0.128796,0.882801,0.672814,1.0349
FCRL6,0.943559,0.981025,1.86E-05,0.391691,0.849781,1.05259,0.845813,1.05404
FCRLA,0.0169943,1.32688,2.99E-09,0.546326,5.00E-05,0.60218,0.586022,0.939083
FCRLB,0.82886,0.980896,0.674045,0.972645,0.391149,0.926097,0.316625,1.09393
FDCSP,0.752108,0.974205,0.425192,0.952319,0.468466,0.941664,0.782741,0.977446
FDFT1,0.286395,1.1236,0.0688224,0.862021,0.911923,1.0121,0.6395,1.0523
FDPS,0.151017,0.863362,0.331478,0.929613,0.242718,0.887699,0.334875,0.906535
FDX1,0.424888,1.11939,0.366093,0.909891,0.962507,0.993398,0.870722,0.977327
FDX1L,0.143931,0.891959,0.524622,0.9642,0.911076,1.00869,0.577679,1.04412
FDXR,0.209417,0.850111,0.400865,1.08321,0.695187,1.05163,0.814769,0.970361
FECH,0.879077,1.01842,0.0544931,1.18937,0.643713,0.945983,0.784784,1.03331
FEM1A,0.709275,1.02016,0.0191595,0.909293,0.227016,0.93697,0.123981,0.920107
FEM1B,0.243826,0.918668,0.0168717,1.14022,0.501416,0.952452,0.778592,0.979868
FEM1C,0.692927,1.0469,8.98E-08,1.69777,0.480479,1.08548,0.378781,1.1079
FER,0.0978365,1.16232,0.00017644,1.30511,0.47956,1.06561,0.368976,1.08423
FER1L6-AS1,0.7718,0.981698,0.332162,1.04687,0.0336677,1.14824,0.0139013,1.17504
FER1L6-AS2,0.022296,0.753217,0.49164,0.940316,0.563567,0.932458,0.195469,0.854041
FERD3L,0.106219,0.825645,0.743365,1.02874,0.97501,1.00368,0.687548,0.953959
FERMT1,0.19373,0.929442,0.868698,1.00684,0.668038,1.02426,0.798451,0.985838
FERMT2,0.101256,0.88719,0.0237103,1.13142,0.923146,0.993069,0.707075,1.02748
FERMT3,0.884459,0.978276,0.490281,1.08023,0.309501,1.1669,0.64264,0.932211
FES,0.820201,0.945846,0.603101,0.910133,0.561349,1.15313,0.790866,0.937101
FETUB,0.178942,0.907379,0.677092,0.978176,0.881271,0.989349,0.917764,0.992625
FEV,0.346208,0.914789,0.738615,0.977054,0.533022,0.942896,0.751212,0.97058
FEZ1,0.114673,0.892882,8.18E-05,0.800149,0.129241,0.896855,0.190211,0.910529
FEZ2,0.0604812,1.13552,2.48E-05,1.25411,0.515029,1.04437,0.0833279,1.12405
FEZF2,0.230887,0.905507,0.879906,1.00922,0.415126,0.934951,0.292839,0.916667
FFAR1,0.214706,0.839768,0.957763,0.994551,0.648585,1.0658,0.226896,1.18532
FFAR2,0.330151,1.41701,4.28E-11,8.78989,0.0153507,2.43223,0.352,1.39514
FFAR3,0.661955,0.943601,0.00520387,1.32901,0.925571,1.01247,0.592708,0.931409
FFAR4,0.309471,0.876494,0.0841712,1.18177,0.972979,1.00438,0.585735,0.931982
FGA,0.157877,0.915662,0.594564,1.02462,0.389202,1.05485,0.323002,0.94049
FGB,0.0642682,0.870554,0.0967528,0.912473,0.940233,1.00554,0.540618,0.955839
FGD1,0.123361,0.874129,0.968691,1.00251,0.398928,0.92955,0.440417,0.935404
